article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
174057038,174057,15009,295,78,11,1010017,26,51,24,1,2,4,12,6563,20,5,0,4,0,44,1,1017,18,1351
174057039,174057,15009,295,78,11,1010006,8,73,5,4,1,2,2,6563,20,5,0,4,0,44,1,1017,18,1351
174057040,174057,15009,295,78,11,1010006,8,51,24,1,2,4,12,6563,20,5,0,4,0,44,1,1017,18,1351
176209023,176209,28769,308,55,7,1010016,25,9,1,4,1,5,1,5283,79,4,8,3,3,31,39,1007,8,31162
176209025,176209,28769,308,55,7,1010016,25,19,16,4,1,20,7,5283,79,4,8,3,3,31,39,1007,8,31162
176209033,176209,28769,308,55,7,1010016,25,17,49,2,5,13,4,5283,79,4,8,3,3,31,39,1007,8,31162
176209035,176209,28769,308,55,7,1010010,15,7,17,2,5,12,6,5283,79,4,8,3,3,31,39,1007,8,31162
176209039,176209,28769,308,55,7,1010016,25,19,16,4,1,20,7,5283,79,4,8,3,3,31,39,1007,8,31162
176209040,176209,28769,308,55,7,1010016,25,73,5,4,1,2,2,5283,79,4,8,3,3,31,39,1007,8,31162
176209044,176209,28769,308,55,7,1010016,25,23,13,2,5,13,4,5283,79,4,8,3,3,31,39,1007,8,31162
176209046,176209,28769,308,55,7,1010016,25,8,7,4,1,12,6,5283,79,4,8,3,3,31,39,1007,8,31162
176550016,176550,39785,196,91,17,1010001,0,73,5,4,1,2,2,6563,20,5,0,4,0,44,1,1017,18,18088
176550017,176550,39785,196,91,17,1010001,0,51,24,1,2,4,12,6563,20,5,0,4,0,44,1,1017,18,18088
176550018,176550,39785,196,91,17,1010001,0,11,29,1,2,9,16,6563,20,5,0,4,0,44,1,1017,18,18088
176550020,176550,39785,196,91,17,1010001,0,73,5,4,1,2,2,6563,20,5,0,4,0,44,1,1017,18,18088
176550021,176550,39785,196,91,17,1010001,0,10,47,3,3,9,16,6563,20,5,0,4,0,44,1,1017,18,18088
176754001,176754,207,74,48,0,1010016,25,9,1,4,1,5,1,4343,73,2,5,1,2,66,50,1019,0,41525
176754003,176754,207,74,48,0,1010016,25,17,49,4,1,13,4,4343,73,2,5,1,2,66,50,1019,0,41525
176754019,176754,207,74,48,0,1010016,25,31,23,1,2,3,11,4343,73,2,5,1,2,66,50,1019,0,41525
179123001,179123,25078,273,61,6,1010016,25,9,1,4,1,5,1,1676,82,0,6,1,2,16,43,1002,5,14517
179123040,179123,25079,273,61,6,1010010,15,8,7,4,1,12,6,1676,82,0,6,1,2,16,43,1002,5,14517
179208001,179208,9776,273,61,6,1010016,25,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,21085
179208008,179208,9776,273,61,6,1010010,15,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,21085
179393001,179393,4453,302,95,13,1010016,25,9,1,4,1,5,1,3610,186,1,7,1,2,62,47,1021,13,9761
179393018,179393,4453,302,95,13,1010010,15,8,7,2,5,12,6,3610,186,1,7,1,2,62,47,1021,13,9761
179950001,179950,3003,67,7,0,1010016,25,9,1,4,1,5,1,3509,29,2,5,1,2,65,41,1019,0,17535
179950002,179950,3003,67,7,0,1010016,25,17,49,2,5,13,4,3509,29,2,5,1,2,65,41,1019,0,17535
179950017,179950,3003,67,7,0,1010016,25,9,1,4,1,5,1,3509,29,2,5,1,2,65,41,1019,0,17535
181160009,181160,14720,87,14,12,1010016,25,17,49,2,5,13,4,3929,50,3,4,2,1,52,9,1020,10,7072
181448022,181448,20973,302,95,13,1010016,25,9,1,4,1,5,1,3937,213,3,4,2,1,51,11,1017,18,9818
181448102,181448,20973,302,95,13,1010010,15,51,24,1,2,4,12,3937,213,3,4,2,1,51,11,1017,18,9818
181448103,181448,20973,302,95,13,1010017,26,50,35,5,0,4,12,3937,213,3,4,2,1,51,11,1017,18,9818
181448104,181448,20973,302,95,13,1010010,15,63,10,5,0,6,8,3937,213,3,4,2,1,51,11,1017,18,9818
181448105,181448,20973,302,95,13,1010006,8,9,1,4,1,5,1,3937,213,3,4,2,1,51,11,1017,18,9818
181448106,181448,20973,302,95,13,1010017,26,42,42,7,4,18,13,3937,213,3,4,2,1,51,11,1017,18,9818
181448109,181448,20973,302,95,13,1010006,8,22,48,7,4,8,17,3937,213,3,4,2,1,51,11,1017,18,9818
182909001,182909,15755,273,61,6,1010016,25,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,22733
183815013,183815,5549,67,7,0,1010026,21,9,1,4,1,5,1,3509,29,2,5,1,2,65,41,1019,0,43132
184121021,184121,14955,298,8,15,1010001,0,10,47,3,3,9,16,4242,195,1,7,1,2,60,51,1018,15,3436
184123020,184123,14954,59,102,15,1010001,0,10,47,3,3,9,16,4242,195,1,7,1,2,60,51,1018,15,11254
184583014,184583,35301,286,117,16,1010010,15,6,22,1,2,12,6,7988,214,4,8,3,3,26,38,1017,18,41221
186262001,186262,658,72,45,0,1010016,25,9,1,4,1,5,1,4343,73,2,5,1,2,66,50,1019,0,23743
186262006,186262,658,72,45,0,1010016,25,15,18,4,1,1,10,4343,73,2,5,1,2,66,50,1019,0,23743
186262007,186262,658,72,45,0,1010016,25,31,23,3,3,3,11,4343,73,2,5,1,2,66,50,1019,0,23743
186262013,186262,658,72,45,0,1010019,27,2,44,3,3,9,16,4343,73,2,5,1,2,66,50,1019,0,23743
186264014,186264,161,73,46,0,1010016,25,9,1,4,1,5,1,4342,58,2,5,1,2,66,50,1019,0,12299
186264015,186264,161,73,46,0,1010016,25,15,18,4,1,1,10,4343,73,2,5,1,2,66,50,1019,0,12299
186264016,186264,161,73,46,0,1010016,25,13,0,2,5,11,0,4343,73,2,5,1,2,66,50,1019,0,12299
186266004,186266,154,73,46,0,1010016,25,9,1,4,1,5,1,4343,73,2,5,1,2,66,50,1019,0,12293
186267001,186267,166,72,45,0,1010016,25,9,1,4,1,5,1,4343,73,2,5,1,2,66,50,1019,0,21988
186372011,186372,18792,272,112,6,1010016,25,9,1,4,1,5,1,1676,82,0,6,1,2,16,43,1002,5,12447
186372042,186372,18792,272,112,6,1010001,0,73,5,4,1,2,2,1676,82,0,6,1,2,16,43,1002,5,12447
186372045,186372,18792,272,112,6,1010001,0,73,5,4,1,2,2,1676,82,0,6,1,2,16,43,1002,5,12447
186595001,186595,24372,302,95,13,1010016,25,9,1,4,1,5,1,3937,213,3,4,2,1,51,11,1017,18,9761
187949016,187949,32298,295,78,11,1010001,0,10,47,3,3,9,16,6563,20,5,0,4,0,44,1,1017,18,17975
187949019,187949,32298,295,78,11,1010001,0,73,5,4,1,2,2,6563,20,5,0,4,0,44,1,1017,18,17975
187949020,187949,32298,295,78,11,1010001,0,51,24,1,2,4,12,6563,20,5,0,4,0,44,1,1017,18,17975
187949025,187949,32298,295,78,11,1010001,0,81,27,1,2,7,14,6563,20,5,0,4,0,44,1,1017,18,17975
187949026,187949,32298,295,78,11,1010001,0,51,24,1,2,4,12,6563,20,5,0,4,0,44,1,1017,18,17975
187949028,187949,32298,295,78,11,1010001,0,73,5,4,1,2,2,6563,20,5,0,4,0,44,1,1017,18,17975
187949029,187949,32298,295,78,11,1010001,0,10,47,3,3,9,16,6563,20,5,0,4,0,44,1,1017,18,17975
187949030,187949,32298,295,78,11,1010001,0,73,5,4,1,2,2,6563,20,5,0,4,0,44,1,1017,18,17975
187949031,187949,32298,295,78,11,1010001,0,51,24,1,2,4,12,6563,20,5,0,4,0,44,1,1017,18,17975
187949032,187949,32298,295,78,11,1010001,0,81,27,1,2,7,14,6563,20,5,0,4,0,44,1,1017,18,17975
188183001,188183,40190,57,101,15,1010016,25,9,1,4,1,5,1,4242,195,1,7,1,2,60,51,1018,15,11474
188183008,188183,37263,57,101,15,1010016,25,8,7,4,1,12,6,4242,195,1,7,1,2,60,51,1018,15,11474
188183009,188183,37263,57,101,15,1010017,26,10,47,3,3,9,16,4242,195,1,7,1,2,60,51,1018,15,11474
188183010,188183,37263,57,101,15,1010016,25,43,11,4,1,18,13,4242,195,1,7,1,2,60,51,1018,15,11474
188183012,188183,37263,57,101,15,1010016,25,31,23,1,2,3,11,4242,195,1,7,1,2,60,51,1018,15,11474
188183014,188183,37263,57,101,15,1010001,0,8,7,4,1,12,6,4242,195,1,7,1,2,60,51,1018,15,11474
188183015,188183,40188,57,101,15,1010016,25,93,6,4,1,19,5,4242,195,1,7,1,2,60,51,1018,15,11474
188183016,188183,40188,57,101,15,1010017,26,9,1,4,1,5,1,4242,195,1,7,1,2,60,51,1018,15,11474
188183018,188183,40188,57,101,15,1010001,0,9,1,4,1,5,1,4242,195,1,7,1,2,60,51,1018,15,11474
188183020,188183,40188,57,101,15,1010001,0,73,5,4,1,2,2,4242,195,1,7,1,2,60,51,1018,15,11474
188183021,188183,40188,57,101,15,1010016,25,42,42,5,0,18,13,4242,195,1,7,1,2,60,51,1018,15,11474
188183022,188183,40188,57,101,15,1010001,0,12,19,1,2,11,0,4242,195,1,7,1,2,60,51,1018,15,11474
188183023,188183,40188,57,101,15,1010001,0,71,20,3,3,2,2,4242,195,1,7,1,2,60,51,1018,15,11474
189383001,189383,3155,256,12,7,1010016,25,10,47,3,3,9,16,6515,24,5,0,4,0,44,1,1002,5,19369
189383014,189383,3155,256,12,7,1010016,25,51,24,1,2,4,12,6515,24,5,0,4,0,44,1,1002,5,19369
189616001,189616,42726,273,61,6,1010016,25,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616006,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616007,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616008,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616009,189616,19037,273,61,6,1010020,6,73,5,4,1,2,2,1643,27,3,4,2,1,51,11,1002,5,17685
189616014,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616015,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616016,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616028,189616,19037,273,61,6,1010018,28,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616032,189616,19037,273,61,6,1010020,6,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17685
189616038,189616,19037,273,61,6,1010016,25,8,7,4,1,12,6,1643,27,3,4,2,1,51,11,1002,5,17685
189626001,189626,21164,275,90,6,1010016,25,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,30454
189634001,189634,25077,273,61,6,1010016,25,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,17879
189634031,189634,25077,273,61,6,1010016,25,93,6,4,1,19,5,1643,27,3,4,2,1,51,11,1002,5,17879
189654001,189654,34746,275,90,6,1010016,25,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,29314
189654045,189654,34746,275,90,6,1010010,15,7,17,1,2,12,6,1643,27,3,4,2,1,51,11,1002,5,29314
189654046,189654,34746,275,90,6,1010016,25,42,42,7,4,18,13,1643,27,3,4,2,1,51,11,1002,5,29314
189654047,189654,34746,275,90,6,1010016,25,19,16,2,5,20,7,1643,27,3,4,2,1,51,11,1002,5,29314
189691033,189691,8208,252,100,7,1010016,25,9,1,4,1,5,1,1643,27,3,4,2,1,51,11,1002,5,20631
189691044,189691,8208,252,100,7,1010010,15,7,17,1,2,12,6,1643,27,3,4,2,1,51,11,1002,5,20631
189691051,189691,8208,252,100,7,1010016,25,19,16,4,1,20,7,1643,27,3,4,2,1,51,11,1002,5,20631
189691063,189691,8208,252,100,7,1010016,25,53,9,4,1,18,13,1643,27,3,4,2,1,51,11,1002,5,20631
189691067,189691,8208,252,100,7,1010010,15,31,23,1,2,3,11,1643,27,3,4,2,1,51,11,1002,5,20631
189691075,189691,8208,252,100,7,1010010,15,19,16,2,5,20,7,1643,27,3,4,2,1,51,11,1002,5,20631
189955076,189955,30032,255,105,7,1010010,15,71,20,1,2,2,2,1676,82,0,6,1,2,16,43,1002,5,39538
190021001,190021,4460,302,95,13,1010016,25,10,47,3,3,9,16,3611,172,1,7,1,2,62,47,1021,13,9873
190021003,190021,4460,302,95,13,1010016,25,9,1,4,1,5,1,3611,172,1,7,1,2,62,47,1021,13,9873
190021021,190021,4460,302,95,13,1010016,25,13,0,2,5,11,0,3611,172,1,7,1,2,62,47,1021,13,9873
190252020,190252,8849,286,117,16,1010016,25,8,7,4,1,12,6,7988,214,4,8,3,3,26,38,1017,18,4704
192460006,192460,22841,265,32,5,1010016,25,8,7,4,1,12,6,5963,205,3,4,2,1,58,15,1003,7,30543
192960023,192960,29535,75,50,0,1010016,25,9,1,4,1,5,1,8560,137,9,9,26,4,22,32,1019,0,18213
194037001,194037,15757,273,61,6,1010016,25,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,22729
194037002,194037,15757,273,61,6,1010010,15,7,17,2,5,12,6,3608,199,1,7,1,2,62,47,1021,13,22729
194242047,194242,18461,273,61,6,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,35445
194242048,194242,18461,273,61,6,1010016,25,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,35445
194242049,194242,18461,273,61,6,1010010,15,9,1,4,1,12,6,7930,240,7,2,4,0,79,17,1002,5,35445
194242050,194242,18461,273,61,6,1010017,26,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,35445
194270002,194270,18322,253,121,7,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,40081
194270044,194270,18322,253,121,7,1010016,25,51,24,3,3,4,12,7930,240,7,2,4,0,79,17,1002,5,40081
194270045,194270,18322,253,121,7,1010016,25,40,37,5,0,18,13,7930,240,7,2,4,0,79,17,1002,5,40081
194270046,194270,18322,253,121,7,1010016,25,82,45,5,0,7,14,7930,240,7,2,4,0,79,17,1002,5,40081
194902033,194902,3613,255,105,7,1010016,25,9,1,4,1,5,1,7668,96,6,3,4,0,72,3,1002,5,38454
198518010,198518,26165,307,59,16,1010016,25,9,1,4,1,5,1,7932,248,7,2,4,0,79,17,1017,18,7715
198518017,198518,26165,307,59,16,1010016,25,7,17,1,2,12,6,7932,248,7,2,4,0,79,17,1017,18,7715
198518020,198518,26168,307,59,16,1010016,25,50,35,5,0,4,12,7932,248,7,2,4,0,79,17,1017,18,7715
198518023,198518,26168,307,59,16,1010016,25,19,16,1,2,20,7,7932,248,7,2,4,0,79,17,1017,18,7715
198518031,198518,26165,307,59,16,1010016,25,52,40,7,4,4,12,7932,248,7,2,4,0,79,17,1017,18,7715
198714001,198714,4064,273,61,6,1010016,25,9,1,4,1,5,1,2032,81,0,6,1,2,8,29,1005,6,28
198714006,198714,4064,273,61,6,1010016,25,73,5,4,1,2,2,2032,81,0,6,1,2,8,29,1005,6,28
199119038,199119,4561,274,87,6,1010001,0,73,5,4,1,2,2,6515,24,5,0,4,0,44,1,1002,5,32840
200182001,200182,643,304,115,13,1010016,25,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,38921
200182002,200182,643,304,115,13,1010010,15,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,38921
200761022,200761,41700,253,121,7,1010017,26,73,5,4,1,2,2,7668,96,6,3,4,0,72,3,1002,5,42225
200761028,200761,41701,253,121,7,1010017,26,73,5,4,1,2,2,7668,96,6,3,4,0,72,3,1002,5,42225
200761029,200761,41701,253,121,7,1010010,15,9,1,4,1,5,1,7668,96,6,3,4,0,72,3,1002,5,42225
201219001,201219,19038,304,115,13,1010016,25,9,1,4,1,5,1,3608,199,1,7,1,2,62,47,1021,13,9829
201219003,201219,19038,304,115,13,1010010,15,7,17,2,5,12,6,3608,199,1,7,1,2,62,47,1021,13,9829
