t_dat,customer_id,article_id,price,sales_channel_id
0,695,608939002,0.04066102,2
0,695,518827004,0.02540678,2
0,695,568597012,0.023711864,2
0,699,577992001,0.011254237,2
0,704,660712012,0.042355932,1
0,706,580746002,0.011847458,2
0,711,590748001,0.06438983,2
0,713,554757003,0.013542373,2
0,713,625939005,0.0033728813,2
0,713,556379003,0.027101696,2
0,713,487827009,0.033881355,2
0,713,568864001,0.020322034,2
0,713,535877018,0.006762712,2
0,713,400319005,0.030491525,2
0,713,590920002,0.030491525,2
0,713,445419009,0.013542373,2
0,713,532578008,0.018627118,2
0,730,679121001,0.016932203,1
0,730,669825002,0.02540678,1
0,730,626588003,0.06438983,1
0,739,578474001,0.06777966,2
0,739,685687004,0.016932203,2
0,739,399136061,0.05083051,2
0,739,679494004,0.016932203,2
0,739,685687001,0.016932203,2
0,739,502186011,0.033881355,2
0,755,573085004,0.033881355,1
0,755,673677002,0.016932203,1
0,755,656719003,0.05083051,1
0,762,552370001,0.012237288,1
0,762,552370002,0.014389831,1
0,782,626054001,0.059305083,1
0,785,640244003,0.033881355,1
0,791,547367007,0.010152542,2
0,797,675281002,0.02540678,1
0,797,601465006,0.016932203,1
0,800,487052007,0.006762712,2
0,800,578589001,0.006762712,2
0,800,567745004,0.013542373,2
0,800,176550020,0.016932203,2
0,800,558513001,0.016932203,2
0,800,487050001,0.010152542,2
0,800,487053021,0.008457627,2
0,800,554546003,0.016932203,2
0,802,625773003,0.053372882,1
0,802,694153002,0.030491525,1
0,802,634249005,0.030491525,1
0,813,665303002,0.05083051,2
0,813,539723001,0.033881355,2
0,820,650193004,0.05083051,1
0,820,527687006,0.10167797,1
0,826,680186001,0.042355932,1
0,853,496111020,0.033881355,1
0,874,663488001,0.06777966,2
0,874,568601020,0.05083051,2
0,880,662888002,0.033881355,1
0,880,457892005,0.02540678,1
0,880,688873012,0.033881355,1
0,880,688873002,0.033881355,1
0,880,662888003,0.033881355,1
0,880,672590001,0.10167797,1
0,880,688873001,0.033881355,1
0,897,616088013,0.0050677964,2
0,897,541519005,0.016932203,2
0,897,500780006,0.020322034,2
0,897,632020002,0.013542373,2
0,897,616086008,0.0050677964,2
0,900,647794001,0.011847458,2
0,900,581162001,0.015237289,2
0,903,671553003,0.015237289,1
0,903,671553001,0.015237289,1
0,903,662888001,0.030491525,1
0,903,591334019,0.015237289,1
0,903,673677002,0.015237289,1
0,904,562252010,0.013542373,2
0,935,562252010,0.016932203,2
0,935,574120001,0.027101696,2
0,935,212042043,0.008457627,2
0,935,590951007,0.008457627,2
0,935,578816004,0.030491525,2
0,949,615508001,0.0289661,2
0,955,619561010,0.02201695,2
0,955,619561015,0.02201695,2
0,961,615085004,0.014813559,2
0,961,644803002,0.044474576,2
0,971,581213003,0.016932203,2
0,985,573716039,0.02540678,2
0,985,690478001,0.033881355,2
0,985,680374001,0.033881355,2
0,992,714417001,0.02540678,2
0,992,657395002,0.033881355,2
0,994,244267032,0.033881355,1
0,994,630672001,0.033881355,1
0,1002,537688014,0.05083051,1
0,1002,214844001,0.0033728813,1
0,1009,427159007,0.06777966,2
0,1009,628788001,0.02540678,2
0,1009,617036001,0.05083051,2
0,1009,611415001,0.016932203,2
0,1009,679494004,0.016932203,2
0,1013,669056002,0.011847458,2
0,1013,536162002,0.020322034,2
0,1018,506110001,0.024559323,2
0,1018,632143001,0.032745764,2
0,1018,673462002,0.032745764,2
0,1018,677848003,0.008169492,2
0,1018,692454002,0.024559323,2
0,1018,685687004,0.01640678,2
0,1018,573085020,0.032745764,2
0,1058,604349001,0.015237289,2
0,1058,639552001,0.023711864,2
0,1058,519583008,0.030491525,2
0,1058,539878003,0.042355932,2
0,1058,448515018,0.038118646,2
0,1058,448515001,0.038118646,2
0,1066,687169001,0.118627116,2
0,1066,581777008,0.05083051,2
0,1080,660497003,0.008457627,2
0,1080,661308001,0.015237289,2
0,1080,630324004,0.013542373,2
0,1080,212629040,0.011847458,2
0,1080,633109002,0.016932203,2
0,1080,583351005,0.016932203,2
0,1080,220094001,0.015237289,2
0,1084,635425004,0.016932203,2
0,1084,505071001,0.023711864,2
0,1085,630116011,0.033881355,1
0,1085,619506001,0.013542373,1
0,1085,630116006,0.033881355,1
0,1085,567993036,0.02540678,1
0,1087,639525001,0.02540678,1
0,1087,728162002,0.008457627,1
0,1097,657497007,0.02540678,2
0,1097,625773001,0.059305083,2
0,1097,674336001,0.033881355,2
0,1097,456163026,0.033881355,2
0,1097,676954001,0.05083051,2
0,1111,626168001,0.027101696,2
0,1111,583976001,0.02540678,2
0,1111,558428001,0.035576273,2
0,1111,636420001,0.04066102,2
0,1111,587229001,0.015237289,2
0,1111,650578001,0.006762712,2
0,1111,636418001,0.04066102,2
0,1111,188183009,0.030491525,2
0,1111,608952004,0.020322034,2
0,1114,594630002,0.011847458,1
0,1118,619739008,0.02201695,2
0,1118,647182001,0.010152542,2
0,1123,578846001,0.016016949,2
0,1123,522398023,0.0063898307,2
0,1123,678073002,0.024016948,2
0,1123,272591016,0.016016949,2
0,1123,626410001,0.00479661,2
0,1123,578846003,0.032033898,2
0,1123,625939005,0.0031864408,2
0,1123,628930004,0.016016949,2
0,1123,630450002,0.028830508,2
0,1138,662857001,0.04023729,2
0,1156,675281001,0.02540678,2
0,1156,663368001,0.05083051,2
0,1160,649057002,0.033881355,2
0,1167,685687001,0.016932203,2
0,1167,685687003,0.016932203,2
0,1167,685687004,0.016932203,2
0,1167,685687002,0.016932203,2
0,1172,545258004,0.035576273,2
0,1172,556438001,0.033881355,2
0,1180,608952004,0.020322034,2
0,1180,667378002,0.033881355,2
0,1180,667379002,0.03176271,2
0,1180,556655002,0.020322034,2
0,1180,687427001,0.033881355,2
0,1180,596278006,0.033881355,2
0,1185,637515001,0.033881355,1
0,1185,675827001,0.033881355,1
0,1191,555470006,0.006762712,2
0,1191,667697001,0.013542373,2
0,1191,354246011,0.0054067797,2
0,1191,564929005,0.012186441,2
0,1191,418545001,0.008118644,2
0,1191,583448003,0.008118644,2
0,1191,418545036,0.008118644,2
0,1191,672054002,0.013542373,2
0,1191,453239044,0.017644068,2
0,1191,667697002,0.013542373,2
0,1192,622192002,0.02879661,2
0,1192,538142004,0.02540678,2
0,1192,622192001,0.02540678,2
0,1192,538142008,0.020322034,2
0,1192,648994001,0.013542373,2
0,1192,399087010,0.033881355,2
0,1192,658295002,0.04066102,2
0,1206,603145003,0.016932203,1
0,1206,464297007,0.016932203,1
0,1217,524825006,0.023711864,2
0,1218,569997016,0.013542373,2
0,1218,572533005,0.015237289,2
0,1225,621760005,0.008457627,2
0,1225,351484013,0.013542373,2
0,1225,567729004,0.013542373,2
0,1225,567728006,0.018627118,2
0,1225,651863004,0.0050677964,2
0,1225,559630002,0.015237289,2
0,1225,609719003,0.011847458,2
0,1234,665477002,0.030491525,2
0,1249,612636001,0.020322034,1
0,1255,618840005,0.016932203,1
0,1255,625034001,0.013542373,1
0,1255,659124001,0.0050677964,1
0,1255,629826001,0.02201695,1
0,1255,618840001,0.016932203,1
0,1255,644706003,0.016932203,1
0,1255,493103005,0.013542373,1
0,1265,704048006,0.059305083,1
0,1265,656686002,0.16779661,1
0,1265,676326005,0.05083051,1
0,1290,685687004,0.016932203,2
0,1290,667491011,0.02540678,2
0,1290,601595003,0.044050846,2
0,1290,519583015,0.023711864,2
0,1290,400285006,0.044050846,2
0,1292,661645002,0.010152542,2
0,1292,549607002,0.16779661,2
0,1292,663732001,0.016932203,2
0,1292,575004005,0.016932203,2
0,1292,583351005,0.016932203,2
0,1292,677664001,0.10167797,2
0,1303,156231002,0.0056271185,1
0,1303,156231001,0.0056440677,1
0,1306,657891002,0.042355932,2
0,1318,508837001,0.059305083,1
0,1318,634015009,0.016932203,1
0,1318,664325001,0.042355932,1
0,1318,477163001,0.06777966,1
0,1318,634789001,0.06777966,1
0,1329,399201023,0.084728815,1
0,1329,399201020,0.084728815,1
0,1329,399136009,0.084728815,1
0,1337,666223001,0.016932203,2
0,1337,543141002,0.016932203,2
0,1338,628813002,0.013542373,2
0,1338,629764001,0.013542373,2
0,1341,571436009,0.013542373,1
0,1341,407663008,0.008457627,1
0,1341,342034003,0.013542373,1
0,1346,607788001,0.02201695,2
0,1346,610787001,0.02879661,2
0,1346,658013001,0.059305083,2
0,1346,580853002,0.035576273,2
0,1346,629912001,0.02540678,2
0,1346,614734001,0.02540678,2
0,1350,675139006,0.016932203,1
0,1357,686269001,0.016932203,2
0,1357,633130002,0.016932203,2
0,1362,651793004,0.016932203,2
0,1362,626441007,0.033881355,2
0,1362,555347001,0.047440678,2
0,1362,651793002,0.016932203,2
0,1371,580482004,0.05083051,2
0,1371,643588001,0.033881355,2
0,1399,648968001,0.033881355,2
0,1399,648968003,0.03218644,2
0,1404,507910004,0.02540678,2
0,1404,522918034,0.015237289,2
0,1404,637255010,0.02540678,2
0,1406,656121001,0.06777966,2
0,1428,637255001,0.025084745,2
0,1428,692454002,0.025084745,2
0,1428,684588001,0.025084745,2
0,1428,543729003,0.05018644,2
0,1428,506110001,0.025084745,2
0,1428,578311001,0.06691525,2
0,1428,657128001,0.06691525,2
0,1428,656719005,0.05022034,2
0,1428,656719005,0.05018644,2
0,1428,660618001,0.016711865,2
0,1428,696447003,0.06691525,2
0,1436,657395001,0.033881355,1
0,1436,699566001,0.06777966,1
0,1436,660712012,0.042355932,1
0,1444,653032007,0.016932203,1
0,1458,568066001,0.02540678,2
0,1465,573626001,0.020322034,2
0,1465,648385001,0.020322034,2
0,1479,624512003,0.016932203,2
0,1479,558427001,0.020322034,2
0,1481,672890004,0.02540678,2
0,1482,639976002,0.084728815,2
0,1482,613826004,0.042355932,2
0,1482,568597009,0.027101696,2
0,1482,639976005,0.08049153,2
0,1490,651327001,0.018677967,2
0,1490,682028003,0.028745763,2
0,1499,668767002,0.016932203,2
0,1499,685687001,0.016932203,2
0,1499,685343001,0.016932203,2
0,1503,639677001,0.02540678,1
0,1519,619075001,0.015254238,1
0,1519,617878003,0.010152542,1
0,1520,590165002,0.013542373,2
0,1520,500780006,0.020322034,2
0,1525,714373001,0.02540678,1
0,1525,684890003,0.02540678,1
0,1534,399136023,0.06777966,1
0,1534,518329007,0.02540678,1
0,1535,684686001,0.038118646,1
0,1541,633130013,0.016711865,2
0,1541,552471001,0.016711865,2
0,1541,564358010,0.03344068,2
0,1541,633130007,0.016711865,2
0,1541,633130015,0.016711865,2
0,1541,575141001,0.021728814,2
0,1541,393447015,0.06691525,2
0,1541,575347003,0.013372881,2
0,1541,602409006,0.03344068,2
0,1541,634037002,0.04181356,2
0,1541,372576011,0.05016949,2
0,1558,316657008,0.052525423,2
0,1558,679059001,0.013542373,2
0,1558,684238002,0.02540678,2
0,1558,680912011,0.016932203,2
0,1558,555364003,0.023711864,2
0,1558,635957003,0.042355932,2
0,1558,571650001,0.038118646,2
0,1558,640556001,0.042355932,2
0,1558,662628001,0.02540678,2
0,1569,579541001,0.016932203,1
0,1569,662868001,0.033881355,1
0,1569,660599001,0.033881355,1
0,1569,537688014,0.05083051,1
0,1569,676990002,0.05083051,1
0,1569,537346024,0.042355932,1
0,1569,637515002,0.033881355,1
0,1588,589924005,0.013542373,2
0,1588,638553001,0.04066102,2
0,1597,552826001,0.008457627,2
0,1597,631744003,0.006762712,2
0,1597,651244001,0.006762712,2
0,1597,621381011,0.033881355,2
0,1597,592172007,0.006762712,2
0,1597,573085004,0.033881355,2
0,1602,409730006,0.009135594,2
0,1602,640251003,0.015237289,2
0,1602,659381001,0.018288136,2
0,1602,680187001,0.015254238,2
0,1602,649323001,0.0076101697,2
0,1602,651863001,0.0076101697,2
0,1608,674079004,0.02540678,1
0,1611,554450001,0.033881355,2
0,1611,519583028,0.033881355,2
0,1611,554450005,0.033881355,2
0,1611,554450004,0.033881355,2
0,1616,565373002,0.020338982,1
0,1628,685687004,0.016932203,2
0,1632,610662002,0.033542372,2
0,1636,549914002,0.011847458,2
0,1636,575464004,0.020322034,2
0,1641,610730016,0.033881355,1
0,1648,628466002,0.07625423,2
0,1648,604349001,0.015237289,2
0,1648,628466001,0.07625423,2
0,1653,378124009,0.06777966,2
0,1653,573652001,0.033881355,2
0,1653,630116002,0.033881355,2
0,1653,663003005,0.033881355,2
0,1659,661610001,0.028457627,2
0,1659,665477001,0.027101696,2
0,1659,569974001,0.033881355,2
0,1659,557246003,0.033881355,2
0,1659,600229001,0.033881355,1
0,1659,562245059,0.016254237,2
0,1659,501820008,0.016932203,2
0,1659,613246002,0.020322034,2
0,1659,557247003,0.016932203,2
0,1659,562245034,0.016254237,2
0,1662,617620001,0.02879661,2
0,1662,671011001,0.023711864,2
0,1662,549914003,0.011847458,2
0,1662,612075002,0.011847458,2
0,1662,642631003,0.015237289,2
0,1662,635741001,0.0050677964,2
0,1662,534357005,0.03659322,2
0,1663,428291001,0.010152542,1
0,1663,654436002,0.008457627,1
0,1663,507987001,0.016932203,1
0,1670,624486006,0.013542373,1
0,1670,662592002,0.016932203,1
0,1670,624486009,0.013542373,1
0,1670,591088001,0.033881355,1
0,1670,625939013,0.008457627,1
0,1673,618180001,0.011847458,2
0,1673,537085011,0.015237289,2
0,1673,575836002,0.006762712,2
0,1673,613942006,0.010152542,2
0,1673,647190002,0.011847458,2
0,1673,619580001,0.016932203,2
0,1676,479227020,0.0050677964,2
0,1687,591334003,0.016932203,2
0,1687,637673006,0.033881355,2
0,1687,399201024,0.059305083,2
0,1687,399136009,0.084728815,2
0,1688,632143002,0.033881355,1
0,1702,631536007,0.014389831,1
0,1702,552617006,0.02879661,1
0,1712,658298001,0.03176271,2
0,1712,464679003,0.020322034,2
0,1713,474088001,0.030491525,2
0,1713,255396006,0.06777966,2
0,1713,646592004,0.016932203,2
0,1713,702072001,0.059305083,2
0,1713,510126016,0.05083051,2
0,1713,516712001,0.02201695,2
0,1713,658030001,0.05083051,2
0,1724,666006006,0.118627116,2
0,1725,666638003,0.02540678,1
0,1731,672590001,0.10167797,1
0,1740,622295001,0.035576273,2
0,1740,358483006,0.016932203,2
0,1740,568863005,0.020322034,2
0,1740,532578008,0.018627118,2
0,1740,684400001,0.016932203,2
0,1746,555102005,0.02540678,2
0,1746,555102001,0.042355932,2
0,1746,591201001,0.013542373,2
0,1746,562820006,0.008457627,2
0,1766,634015009,0.016932203,1
0,1766,564786020,0.02201695,1
0,1766,640021005,0.05083051,1
0,1766,567993015,0.02540678,1
0,1766,622618004,0.042355932,1
0,1766,560270010,0.05083051,1
0,1777,685687003,0.016932203,2
0,1777,661162004,0.03218644,2
0,1783,622961001,0.059305083,2
0,1783,615042004,0.016932203,2
0,1783,519583015,0.021338983,2
0,1783,561445026,0.008457627,2
0,1792,632534002,0.016932203,1
0,1794,684890001,0.024135593,1
0,1807,638494001,0.010152542,1
0,1817,507910001,0.02540678,2
0,1822,495864003,0.015254238,1
0,1822,703193001,0.02540678,1
0,1838,567594001,0.011847458,2
0,1838,537901001,0.010152542,2
0,1838,653567001,0.06438983,2
0,1838,567475004,0.020322034,2
0,1838,588155002,0.023711864,2
0,1844,645065001,0.033881355,1
0,1844,637515003,0.03218644,1
0,1858,594987005,0.008881356,2
0,1858,211143022,0.017779661,2
0,1858,629551004,0.011847458,2
0,1868,616337001,0.016932203,2
0,1868,560325001,0.020322034,2
0,1886,464927013,0.016932203,1
0,1886,662257001,0.024135593,1
0,1886,611415003,0.016932203,1
0,1889,627389006,0.015237289,2
0,1890,653590001,0.10167797,2
0,1890,617728002,0.02201695,2
0,1890,620405001,0.033881355,2
0,1900,673776004,0.05083051,1
0,1920,522561002,0.084728815,2
0,1954,607609001,0.02879661,2
0,1955,666382003,0.02540678,1
0,1955,691267004,0.05083051,1
0,1955,675095002,0.059305083,1
0,1955,675302002,0.05083051,1
0,1955,685284001,0.042355932,1
0,1982,662630002,0.02540678,2
0,1983,568601018,0.05083051,1
0,1983,624050004,0.013542373,1
0,1983,568597018,0.042355932,1
0,2027,574120001,0.027101696,2
0,2035,668766002,0.042355932,2
0,2035,652946001,0.05083051,2
0,2035,691275008,0.06777966,2
0,2047,401044012,0.020322034,2
0,2047,574109015,0.02540678,2
0,2047,568013001,0.020322034,2
0,2061,680492001,0.05083051,2
0,2061,549262001,0.06438983,2
0,2065,649551016,0.02540678,2
0,2094,663176006,0.038118646,1
0,2094,699566001,0.05083051,1
0,2094,645065014,0.033881355,1
0,2094,663942008,0.033881355,1
0,2096,573716039,0.02540678,1
0,2119,517462001,0.018627118,2
0,2119,644522001,0.044474576,2
0,2119,637103001,0.02540678,2
0,2119,612891001,0.02879661,2
0,2119,644522002,0.059305083,2
0,2122,597510001,0.06777966,2
0,2122,575347003,0.013542373,2
0,2122,665831002,0.084728815,2
0,2122,697997001,0.02540678,2
0,2125,649671004,0.04023729,1
0,2130,561067003,0.015237289,2
0,2130,675319001,0.05083051,2
0,2130,458924011,0.008457627,2
0,2130,596517001,0.015237289,2
0,2130,658928001,0.05083051,2
0,2130,244267029,0.011847458,2
0,2130,500780008,0.02879661,2
0,2130,609282001,0.042355932,2
0,2130,699366001,0.009677966,2
0,2130,611378001,0.020322034,2
0,2130,597918001,0.016932203,2
0,2130,672824006,0.05083051,2
0,2130,592846001,0.012084746,2
0,2130,583976001,0.02540678,2
0,2130,572938002,0.011847458,2
0,2130,551462007,0.020322034,2
0,2130,522918026,0.015237289,2
0,2130,297067002,0.012101695,2
0,2130,615959001,0.016932203,2
0,2130,638899001,0.05083051,2
0,2130,646429001,0.05083051,2
0,2142,681815003,0.016932203,2
0,2142,613858005,0.016932203,2
0,2142,639908001,0.033881355,2
0,2142,571436010,0.013542373,2
0,2142,489607003,0.042355932,2
0,2142,568943001,0.033881355,2
0,2142,529008026,0.02540678,2
0,2142,681815001,0.016932203,2
0,2142,605092009,0.016932203,2
0,2142,635695001,0.033881355,2
0,2142,399201011,0.04066102,2
0,2142,611415005,0.016932203,2
0,2142,670063001,0.013542373,2
0,2142,571436009,0.013542373,2
0,2142,670063002,0.013542373,2
0,2157,577314002,0.011847458,2
0,2169,653114001,0.06777966,2
0,2176,660174001,0.016932203,2
0,2176,651912002,0.010152542,2
0,2176,606983001,0.011847458,2
0,2176,606983001,0.011254237,2
0,2189,565379021,0.0050677964,2
0,2189,522398023,0.006762712,2
0,2199,635673002,0.015237289,2
0,2199,583534009,0.016932203,2
0,2199,583059002,0.02540678,2
0,2199,615491005,0.033881355,2
0,2272,616086002,0.0033728813,2
0,2278,692210001,0.13557628,2
0,2278,680715001,0.13557628,2
0,2280,646660003,0.07625423,2
0,2280,590007003,0.013542373,2
0,2286,554772015,0.008457627,1
0,2286,573284061,0.010152542,1
0,2286,561445005,0.008457627,1
0,2286,554772031,0.008457627,1
0,2289,685687004,0.016932203,2
0,2289,694589003,0.02540678,2
0,2292,607154001,0.042355932,1
0,2292,688873012,0.033881355,1
0,2295,186264014,0.0033728813,1
0,2295,685631001,0.15940678,1
0,2295,523488001,0.0050677964,1
0,2308,562252028,0.02540678,2
0,2308,562245059,0.020322034,2
0,2308,562252014,0.016932203,2
0,2316,325542015,0.033881355,1
0,2316,666115001,0.02201695,1
0,2316,655265002,0.02540678,1
0,2323,678983002,0.016932203,1
0,2323,678983008,0.016932203,1
0,2323,569996010,0.011847458,1
0,2366,662888003,0.033881355,1
0,2366,595779002,0.02540678,1
0,2367,657287001,0.016932203,1
0,2367,678079002,0.010152542,1
0,2384,592180001,0.023711864,2
0,2384,620083002,0.020322034,2
0,2398,541518004,0.030491525,1
0,2398,650279001,0.030491525,1
0,2398,650279002,0.030491525,1
0,2398,630145001,0.05083051,1
0,2398,653210010,0.016932203,1
0,2398,484398001,0.033881355,1
0,2398,637457001,0.018627118,1
0,2402,573716010,0.02540678,1
0,2410,569929001,0.06777966,2
0,2426,568863005,0.020322034,2
0,2427,505230006,0.02540678,2
0,2427,562245001,0.02201695,2
0,2427,650696002,0.042355932,2
0,2428,556379003,0.027101696,2
0,2428,569933006,0.042355932,2
0,2448,652696001,0.016932203,2
0,2464,720384002,0.06777966,2
0,2489,664074001,0.016932203,1
0,2503,654434002,0.008627119,1
0,2503,660519003,0.025915254,1
0,2503,654423002,0.021610169,1
0,2503,664075005,0.011508474,1
0,2507,555347001,0.042694915,2
0,2514,516741007,0.059305083,2
0,2515,663699001,0.030491525,1
0,2527,611415001,0.016932203,2
0,2527,680782001,0.13557628,2
0,2527,661794002,0.15252542,2
0,2527,495573006,0.02540678,2
0,2527,580041001,0.02540678,2
0,2527,619081001,0.033881355,2
0,2527,611415005,0.016932203,2
0,2532,537346013,0.042355932,2
0,2532,650193001,0.05083051,2
0,2532,537346026,0.042355932,2
0,2540,560249001,0.02201695,2
0,2550,399201024,0.053372882,2
0,2550,399201005,0.053372882,2
0,2550,399136027,0.061,2
0,2553,338016001,0.02540678,1
0,2553,633214001,0.010152542,1
0,2553,378135036,0.06777966,1
0,2553,309864002,0.016932203,1
0,2553,416157003,0.033881355,1
0,2565,552473025,0.024135593,1
0,2566,635280002,0.033881355,1
0,2566,608483007,0.02540678,1
0,2566,607833002,0.05083051,1
0,2566,663176005,0.05083051,1
0,2566,523489001,0.0050677964,1
0,2566,562245058,0.033881355,1
0,2575,617322003,0.033881355,1
0,2594,599559001,0.01801695,2
0,2594,605164001,0.010491526,2
0,2594,623471001,0.012,2
0,2594,566904001,0.0074915253,2
0,2594,576770001,0.01801695,2
0,2601,569244002,0.014508475,1
0,2601,622958003,0.036305085,1
0,2605,640252004,0.02540678,1
0,2608,687169001,0.11269491,2
0,2639,562245001,0.02201695,2
0,2639,562245004,0.023711864,2
0,2639,562245018,0.020322034,2
